bbl,bin,jobnum,units,zonedistadj,parktype,reqspaces,waiverspaces,lat,long
3044520310,3398260,320464699,1.0,R6,required - high density,1,0,40.65826581,-73.86891443
3044520311,3398261,320464706,1.0,R6,required - high density,1,0,40.65829217,-73.86885263
3044520312,3398262,320464715,1.0,R6,required - high density,1,0,40.65832041,-73.86879086
3044520313,3398263,320464724,1.0,R6,required - high density,1,0,40.65834711,-73.86872776
3044520314,3398264,320464733,1.0,R6,required - high density,1,0,40.65837517,-73.86866542
3044520315,3398265,320464742,1.0,R6,required - high density,1,0,40.6584028,-73.86860294
3044520316,3398266,320464751,1.0,R6,required - high density,1,0,40.65842855,-73.86854075
3044520317,3398267,320464760,1.0,R6,required - high density,1,0,40.65845531,-73.86847605
3044520318,3398268,320464779,1.0,R6,required - high density,1,0,40.65848295,-73.86841437
3044520319,3398269,320464788,1.0,R6,required - high density,1,0,40.65850998,-73.86835171
3044520320,3398270,320464797,1.0,R6,required - high density,1,0,40.65853656,-73.86828876
3044520321,3398271,320464804,1.0,R6,required - high density,1,0,40.65856457,-73.86822511
3044520322,3398272,320464813,1.0,R6,required - high density,1,0,40.65858814,-73.86817282
3044520323,3398312,320464822,1.0,R6,required - high density,1,0,40.65775777,-73.8691247
3044520324,3398313,320464831,1.0,R6,required - high density,1,0,40.65779075,-73.86905132
3063117501,3421614,320466241,6.0,R4,required - low density,6,6,40.61175205,-74.00635748
3022627510,3392368,320466571,7.0,R7-1,required - high density,2,0,40.69919711,-73.95732729
3080490052,3226133,320467482,2.0,R5B,required - low density,1,0,40.63356975,-73.90646388
3080490053,3425412,320467491,2.0,R5B,required - low density,1,0,40.63353314,-73.90642097
3017760067,3398428,320467945,70.0,R6A,required - high density,35,30,40.69233031,-73.94480042
3017850001,3398137,320469961,41.0,R7A,required - high density,12,0,40.69076955,-73.94798245
3066840009,3253643,320470753,1.0,R5,required - low density,1,1,40.60491359,-73.96356372
3030490017,3425484,320471556,3.0,R6,required - high density,2,0,40.70730235,-73.94942682
3030490117,3398402,320471565,3.0,R6,required - high density,2,0,40.70730402,-73.94936877
3030490118,3422080,320471574,3.0,R6,required - high density,2,0,40.70730926,-73.94931079
3030490119,3398405,320471583,3.0,R6,required - high density,2,0,40.7073148,-73.94924967
3030490021,3398357,320471609,3.0,R6,required - high density,2,0,40.70732537,-73.94913284
3030490121,3398358,320471618,3.0,R6,required - high density,2,0,40.7073309,-73.94907175
3081280027,3424429,320471716,2.0,R4,required - low density,2,2,40.64818807,-73.90834259
3081280028,3398639,320471725,2.0,R4,required - low density,2,2,40.648268,-73.908399
3019870043,3398171,320471734,2.0,R6A,required - high density,1,0,40.68464597,-73.95665157
3016160085,3421998,320471798,2.0,R6B,required - high density,1,0,40.69073578,-73.93261243
3066410031,3176266,320472225,2.0,R5,required - low density,2,2,40.60836101,-73.96335474
3065920080,3367745,320472234,2.0,R5,required - low density,2,2,40.61404528,-73.96386853
3065730077,3173176,320472243,2.0,R5,required - low density,2,2,40.61670575,-73.96438013
3055177503,3398483,320472751,3.0,R5,required - low density,3,3,40.62403781,-73.99104161
3025310035,3425977,320472886,6.0,R6B,required - high density,3,0,40.73208792,-73.95888387
3025630009,3398449,320473750,8.0,R6A,required - high density,4,0,40.7297317,-73.95714311
3054480078,3129027,320475142,1.0,R5,required - low density,1,1,40.63067885,-73.98450101
3025230054,3398448,320478540,6.0,R6B,required - high density,3,0,40.73328859,-73.95384858
3017820007,3413817,320481028,33.0,R6,required - high density,17,12,40.69216,-73.942509
3030490120,3398138,320481475,3.0,R6,required - high density,2,0,40.70732012,-73.94919083
3018640044,3251529,320482385,54.0,R6A,required - high density,27,22,40.67924012,-73.93886534
3021697508,3059847,320483614,12.0,R6,required - high density,6,1,40.70748287,-73.9625741
3056590043,3398178,320484392,6.0,R6,required - high density,3,0,40.6372346,-74.00071478
3056590042,3410806,320484409,6.0,R6,required - high density,3,0,40.6372669,-74.00076939
3055720042,3134808,320485097,5.0,R6A,required - high density,3,0,40.61256096,-73.98351154
3055027504,3398456,320486693,3.0,R5,required - low density,3,3,40.62682074,-73.99312409
3055027505,3398455,320486700,3.0,R5,required - low density,3,3,40.62687656,-73.99306652
3023220010,3418435,320487157,104.0,R6A,required - high density,52,47,40.71620857,-73.95398924
3064350012,3424076,320487745,3.0,R5,required - low density,3,3,40.60327066,-74.00769302
3064350013,3398473,320487763,3.0,R5,required - low density,3,3,40.60331202,-74.00765225
3087480233,3246428,320490143,1.0,R3-1,required - low density,1,1,40.57918596,-73.94729333
3087480232,3398334,320490152,1.0,R3-1,required - low density,1,1,40.57912712,-73.94728263
3071620123,3194257,320490624,3.0,R5,required - low density,3,3,40.59047151,-73.98143341
3071620024,3194229,320490633,3.0,R5,required - low density,3,3,40.59039062,-73.98141848
3071620025,3413880,320490642,6.0,R5,required - low density,5,5,40.59033587,-73.98140837
3013400067,3420436,320490875,2.0,R6,required - high density,1,0,40.67640207,-73.93794026
3032830009,3422191,320491115,7.0,R6,required - high density,4,0,40.69201908,-73.92604441
3087867502,3398608,320492631,6.0,R4,required - low density,6,6,40.58586073,-73.94273198
3038450040,3398041,320492935,2.0,R6,required - high density,1,0,40.65905637,-73.9033671
3054490058,3424999,320493275,2.0,R5,required - low density,2,2,40.62915588,-73.9819581
3019287503,3399071,320494005,8.0,R6,required - high density,4,0,40.69229802,-73.95644664
3057687504,3423948,320494023,4.0,R6B,required - high density,2,0,40.62406183,-74.00301548
3065340006,3171429,320495166,1.0,R2X,required - low density,1,1,40.62188218,-73.96698241
3071660050,3398342,320498154,3.0,R5,required - low density,3,3,40.59012481,-73.97622136
3013307501,3398258,320498163,4.0,R6,required - high density,2,0,40.66226494,-73.94832112
3069247504,3424680,320498751,6.0,R5,required - low density,5,5,40.58504994,-73.98570991
3050520045,3425406,320499313,131.0,R7A,required - high density,66,51,40.65321382,-73.96483653
3011490034,3426949,320499377,12.0,R7A,required - high density,4,0,40.676828,-73.957213
3019277503,3399070,320499938,8.0,R6,required - high density,4,0,40.69228594,-73.95685713
3019287504,3420461,320499947,23.0,R6,required - high density,12,7,40.692048,-73.956338
3055747501,3402118,320500640,8.0,R5,required - low density,7,7,40.62079291,-73.99795736
3043750070,3398236,320501195,81.0,R5,required - low density,69,69,40.65838917,-73.88263586
3054537502,3398698,320501514,6.0,R6,required - high density,3,0,40.6318817,-73.98729491
3002500028,3002104,320501578,62.0,R10A,required - high density,25,10,40.69395632,-73.99219231
3025710027,3398234,320501907,2.0,R6B,required - high density,1,0,40.72712997,-73.95741999
3010040030,3398235,320501916,2.0,R6B,required - high density,1,0,40.67000908,-73.98661336
3003450108,3421427,320502540,2.0,R6A,required - high density,1,0,40.68272661,-73.9977717
3051280003,3422970,320506500,43.0,R6,required - high density,30,25,40.64772048,-73.95360245
3020197501,3398374,320507778,8.0,R6B,required - high density,4,0,40.68092287,-73.9602006
3020197501,3398372,320507796,7.0,R6B,required - high density,4,0,40.68095191,-73.96033567
3019100023,3054910,320508688,17.0,R7A,required - high density,5,0,40.69385062,-73.96087148
3019270043,3398332,320511503,1.0,R6,required - high density,1,0,40.69214786,-73.95686827
3079910001,3418293,320511674,2.0,R4-1,required - low density,2,2,40.6403014,-73.91018417
3028840005,3070176,320512236,7.0,R6B,required - high density,4,0,40.71659648,-73.94170498
3020197501,3427132,320512487,8.0,R6B,required - high density,4,0,40.68098101,-73.96047096
3001997501,3398446,320513182,85.0,M2-1,not permitted,0,0,40.70157239,-73.99585781
3034710028,3422329,320513191,14.0,R6,required - high density,7,2,40.68279925,-73.90381426
3034180034,3422144,320513217,8.0,R6,required - high density,4,0,40.69212452,-73.90700778
3017910074,3420458,320513271,6.0,R6B,required - high density,3,0,40.69013356,-73.94436226
3081730021,3426909,320513324,2.0,R5,required - low density,2,2,40.64938459,-73.89768602
3020330039,3398380,320513333,1.0,R8,required - high density,0,0,40.69712121,-73.97088463
3020330040,3398381,320513342,1.0,R8,required - high density,0,0,40.697075,-73.97087566
3020330041,3398382,320513351,1.0,R8,required - high density,0,0,40.69702884,-73.97086669
3020330042,3398383,320513360,1.0,R8,required - high density,0,0,40.69698268,-73.97085773
3020330043,3398384,320513379,1.0,R8,required - high density,0,0,40.69693652,-73.97084877
3020330044,3398385,320513388,1.0,R8,required - high density,0,0,40.69689036,-73.9708398
3020330045,3398386,320513397,1.0,R8,required - high density,0,0,40.6968442,-73.97083084
3020330046,3398387,320513404,1.0,R8,required - high density,0,0,40.69679804,-73.97082188
3063777501,3166969,320513413,8.0,R5,required - low density,7,7,40.60290782,-73.99731951
3048030067,3107027,320513510,3.0,R6,required - high density,2,0,40.65998619,-73.94437341
3048037501,3404864,320513529,3.0,R6,required - high density,2,0,40.65999318,-73.94422554
3031667501,3413515,320513547,8.0,R6,required - high density,4,0,40.70408365,-73.92723893
3020330020,3398390,320513618,1.0,R8,required - high density,0,0,40.69731083,-73.9714309
3020330021,3398391,320513627,1.0,R8,required - high density,0,0,40.69726394,-73.97142155
3020330022,3398392,320513636,1.0,R8,required - high density,0,0,40.69721762,-73.97141243
3020330023,3398393,320513645,1.0,R8,required - high density,0,0,40.69717134,-73.97140356
3020330024,3398394,320513654,1.0,R8,required - high density,0,0,40.69712518,-73.97139452
3020330025,3398395,320513663,1.0,R8,required - high density,0,0,40.69707904,-73.97138544
3020330026,3398396,320513672,1.0,R8,required - high density,0,0,40.69703298,-73.97137669
3020330027,3398397,320513681,1.0,R8,required - high density,0,0,40.69698709,-73.97136779
3020330028,3398398,320513690,1.0,R8,required - high density,0,0,40.69694106,-73.97135891
3020330029,3398399,320513707,1.0,R8,required - high density,0,0,40.6968961,-73.97134957
3020330035,3398377,320513716,1.0,R8,required - high density,0,0,40.69730624,-73.97092062
3020330036,3398429,320513725,1.0,R8,required - high density,0,0,40.69726022,-73.97091174
3020330037,3398378,320513734,1.0,R8,required - high density,0,0,40.69721526,-73.9709024
3020330038,3398379,320513743,1.0,R8,required - high density,0,0,40.69716881,-73.970894
3020330047,3398419,320513752,1.0,R8,required - high density,0,0,40.69675212,-73.97081273
3009497505,3418335,320513896,3.0,R6B,required - high density,2,0,40.6777773,-73.98037491
3009647504,3421611,320513903,3.0,R6B,required - high density,2,0,40.67496264,-73.98387498
3009647504,3421610,320513912,3.0,R6B,required - high density,2,0,40.67493181,-73.98381093
3009647504,3413514,320513921,3.0,R6B,required - high density,2,0,40.67490411,-73.98374056
3017710050,3398576,320513967,3.0,R6,required - high density,2,0,40.69289393,-73.9465616
3020130053,3399795,320513994,2.0,R6B,required - high density,1,0,40.681834,-73.963747
3012027501,3404978,320514029,2.0,R6,required - high density,1,0,40.67761052,-73.94517071
3016300044,3404863,320514083,8.0,R6A,required - high density,4,0,40.688576,-73.93348
3016300045,3404863,320514092,8.0,R6A,required - high density,4,0,40.68856034,-73.93341933
3019730043,3401722,320514136,20.0,R6A,required - high density,10,5,40.68593553,-73.95686868
3019500004,3425931,320514163,8.0,R6A,required - high density,4,0,40.68882348,-73.9569528
3003850066,3398417,320514234,1.0,R6B,required - high density,1,0,40.68602787,-73.99025977
3008917503,3400218,320514252,3.0,R6B,required - high density,2,0,40.66067286,-73.99113747
3016470043,3422143,320514323,2.0,R6B,required - high density,1,0,40.68728318,-73.92716521
3032520020,3422234,320514369,8.0,R6,required - high density,4,0,40.69386467,-73.92755188
3032520021,3398821,320514378,8.0,R6,required - high density,4,0,40.69392646,-73.92749178
3014980030,3040213,320514476,8.0,R6,required - high density,4,0,40.68480926,-73.91564574
3034020034,3398511,320514528,3.0,R6,required - high density,2,0,40.68874787,-73.91308146
3034020035,3398508,320514537,3.0,R6,required - high density,2,0,40.6886911,-73.91298163
3034020037,3422192,320514546,3.0,R6,required - high density,2,0,40.68863351,-73.91288035
3034020038,3398510,320514555,3.0,R6,required - high density,2,0,40.68857564,-73.91277858
3000300001,3000027,320514582,1.0,R8A,required - high density,0,0,40.70325431,-73.98745455
3000300101,3414822,320514591,1.0,R8A,required - high density,0,0,40.70325192,-73.987388
3000300002,3411557,320514608,1.0,R8A,required - high density,0,0,40.70324835,-73.98732195
3000300102,3411556,320514617,1.0,R8A,required - high density,0,0,40.70324602,-73.98725576
3000300003,3411555,320514626,1.0,R8A,required - high density,0,0,40.70324324,-73.98719513
3010300058,3023295,320514653,1.0,R6B,required - high density,1,0,40.66520828,-73.98458662
3033760041,3422327,320514662,3.0,R6,required - high density,2,0,40.69314017,-73.91294604
3015130043,3398575,320514706,2.0,R6B,required - high density,1,0,40.68088354,-73.92016715
3002997503,3003198,320514715,4.0,R6A,required - high density,2,0,40.68927051,-73.99973724
3034320042,3426477,320514733,8.0,R6,required - high density,4,0,40.68454851,-73.9107901
3050260185,3114633,320514760,254.0,R7-1,required - high density,152,147,40.65776132,-73.96097679
3019650074,3426519,320514788,2.0,R6B,required - high density,1,0,40.68505421,-73.96230626
3011407502,3400217,320514813,3.0,R6B,required - high density,2,0,40.6788862,-73.96266204
3011407504,3422056,320514822,3.0,R6B,required - high density,2,0,40.67887209,-73.96259446
3011400030,3422055,320514831,3.0,R6B,required - high density,2,0,40.67885777,-73.96252595
3019410038,3426489,320514886,3.0,R6B,required - high density,2,0,40.68985991,-73.95640252
3018710030,3404966,320514993,40.0,R6A,required - high density,20,15,40.67873686,-73.93974515
3001847503,3426193,320515028,8.0,R6A,required - high density,4,0,40.68622994,-73.98378294
3010237504,3421588,320515126,4.0,R6B,required - high density,2,0,40.66693899,-73.98646402
3017630054,3403530,320515199,8.0,R6B,required - high density,4,0,40.6918692,-73.95395409
3024050010,3426434,320515279,1.0,R6,required - high density,1,0,40.71417147,-73.96288126
3008927502,3421790,320515359,8.0,R6B,required - high density,4,0,40.66013849,-73.9902293
3019267504,3424168,320515377,12.0,R7A,required - high density,4,0,40.6909527,-73.95754759
3009470025,3849523,320515402,1.0,R6B,required - high density,1,0,40.677751,-73.978159
3018307501,3398574,320515457,4.0,R6A,required - high density,2,0,40.68423134,-73.94364012
3018170051,3400391,320515563,2.0,R6A,required - high density,1,0,40.68528052,-73.95081339
3019660007,3399417,320515581,1.0,R6B,required - high density,1,0,40.68695786,-73.96236185
3031830012,3399056,320515625,2.0,R6,required - high density,1,0,40.69785,-73.932962
3031830013,3398549,320515634,2.0,R6,required - high density,1,0,40.6978686,-73.93289994
3031830014,3399057,320515643,2.0,R6,required - high density,1,0,40.69789324,-73.93284477
3031830015,3398579,320515652,2.0,R6,required - high density,1,0,40.69791843,-73.93278605
3031830113,3399058,320515661,2.0,R6,required - high density,1,0,40.69794079,-73.93273112
3017680046,3399068,320515778,8.0,R6A,required - high density,4,0,40.69413283,-73.94339998
3069107502,3425068,320515812,5.0,R5,required - low density,4,4,40.59021583,-73.99103645
3017587502,3414239,320515830,10.0,R7A,required - high density,3,0,40.69427447,-73.94926652
3012177501,3419753,320515992,36.0,R6,required - high density,18,13,40.67649406,-73.9553093
3030500001,3071062,320516072,15.0,R6,required - high density,8,3,40.70707293,-73.94801133
3064977501,3399051,320516161,13.0,R7A,required - high density,4,0,40.62979146,-73.96783966
3025560058,3399250,320516189,42.0,R6,required - high density,29,24,40.73014385,-73.95957056
3023990008,3417817,320516321,14.0,R6A,required - high density,7,2,40.71102205,-73.9525492
3018630059,3405238,320516385,8.0,R6A,required - high density,4,0,40.67945101,-73.94249957
3047920033,3413723,320516394,8.0,R6,required - high density,4,0,40.66130237,-73.94606586
3047920032,3400610,320516401,8.0,R6,required - high density,4,0,40.66130891,-73.94595868
3073190023,3399064,320516465,3.0,R5,required - low density,3,3,40.59996367,-73.95688065
3073190025,3399067,320516474,3.0,R5,required - low density,3,3,40.59990768,-73.95687001
3073190027,3399066,320516483,3.0,R5,required - low density,3,3,40.5998507,-73.95685941
3073190028,3399065,320516492,3.0,R5,required - low density,3,3,40.59978885,-73.95684795
3031580047,3425099,320516517,8.0,R6,required - high density,4,0,40.70326199,-73.92872888
3044520332,3398321,320516526,1.0,R6,required - high density,1,0,40.65800518,-73.86854864
3044520341,3398330,320516535,1.0,R6,required - high density,1,0,40.65824898,-73.86798467
3018970065,3400584,320516544,8.0,R7A,required - high density,2,0,40.694352,-73.960084
3028667503,3424562,320516562,8.0,R6B,required - high density,4,0,40.71807592,-73.94235204
3022450058,3425583,320516571,31.0,R7A,required - high density,9,0,40.70151512,-73.95077833
3032950024,3397858,320516606,20.0,R6,required - high density,10,5,40.69331594,-73.92330271
3027800107,3399936,320516660,1.0,R6B,required - high density,1,0,40.71181549,-73.94865533
3003000002,3418155,320516731,1.0,R6,required - high density,1,0,40.68902461,-73.99867189
3003000003,3400572,320516740,1.0,R6,required - high density,1,0,40.68900745,-73.99860991
3003000004,3400571,320516759,1.0,R6,required - high density,1,0,40.68898627,-73.99854662
3003000006,3400565,320516777,1.0,R6,required - high density,1,0,40.68894632,-73.99841201
3022450055,3425584,320516964,31.0,R7A,required - high density,9,0,40.70164875,-73.95057273
3079580033,3423234,320517035,2.0,R5,required - low density,2,2,40.63958377,-73.91880893
3031507502,3421996,320517071,8.0,R6,required - high density,4,0,40.697865,-73.935908
3017917501,3406818,320517133,8.0,R6B,required - high density,4,0,40.69053253,-73.94394192
3024427501,3063421,320517151,6.0,R6,required - high density,4,0,40.712005,-73.96522
3032870040,3413942,320517179,5.0,R6,required - high density,3,0,40.69790464,-73.919922
3031710020,3072202,320517222,8.0,R6,required - high density,4,0,40.69859703,-73.93289211
3016140077,3413679,320517320,2.0,R6A,required - high density,1,0,40.68997135,-73.93905181
3021030158,3402712,320517348,1.0,R6B,required - high density,1,0,40.68781224,-73.97097107
3080490050,3418191,320517366,2.0,R5B,required - low density,1,0,40.63365713,-73.90655853
3080490051,3402269,320517375,2.0,R5B,required - low density,1,0,40.63362184,-73.90651965
3016670035,3413651,320517473,7.0,R6B,required - high density,4,0,40.68422417,-73.92707161
3016670036,3401254,320517482,8.0,R6B,required - high density,4,0,40.68423433,-73.92697097
3004370034,3427049,320517641,2.0,R6B,required - high density,1,0,40.67994587,-73.99000759
3013400031,3402927,320517794,2.0,R6,required - high density,1,0,40.67672582,-73.93676199
3031190017,3425065,320517892,2.0,R6,required - high density,1,0,40.70208129,-73.94344008
3018637501,3421648,320517909,8.0,R6A,required - high density,4,0,40.67943538,-73.94213554
3032437501,3421469,320517918,8.0,R6,required - high density,4,0,40.6970727,-73.9260763
3001707501,3403492,320517927,128.0,R7-2,required - high density,64,49,40.68943902,-73.9881071
3054070001,3127454,320518061,2.0,R5,required - low density,2,2,40.63290105,-73.9783012
3020197501,3398368,320521324,8.0,R6B,required - high density,4,0,40.68101225,-73.96061624
3012310054,3425053,320521967,8.0,R6A,required - high density,4,0,40.67393469,-73.95417982
3071660049,3398341,320522109,3.0,R5,required - low density,3,3,40.59014317,-73.97630425
3071660048,3398339,320522118,3.0,R5,required - low density,3,3,40.59018048,-73.97636709
3071660047,3402885,320522127,3.0,R5,required - low density,3,3,40.59021832,-73.97643081
3020197502,3424557,320522724,4.0,R6B,required - high density,2,0,40.68087616,-73.9600278
3022700010,3425062,320523046,7.0,R6,required - high density,4,0,40.70251638,-73.94549304
3039250055,3422328,320524027,2.0,R4,required - low density,2,2,40.68095233,-73.88536093
3019940007,3426280,320524036,38.0,R6B,required - high density,19,14,40.682359,-73.958346
3053187501,3421467,320525400,6.0,R5,required - low density,5,5,40.647959,-73.976594
3016070074,3398292,320528096,6.0,R6B,required - high density,3,0,40.69215396,-73.93328386
3016070075,3398291,320528103,6.0,R6B,required - high density,3,0,40.69214575,-73.93335517
3016070073,3425172,320528112,6.0,R6B,required - high density,3,0,40.69216217,-73.93321256
3005767501,3425009,320528167,2.0,R5,required - low density,2,2,40.67621988,-74.01180362
3019270011,3420460,320528327,7.0,R6,required - high density,4,0,40.69144781,-73.95717157
3004160072,3426904,320529530,2.0,R6B,required - high density,1,0,40.68206763,-73.99047538
3004160004,3426903,320529549,2.0,R6B,required - high density,1,0,40.68224466,-73.99055355
3003470151,3413435,320535284,1.0,R6B,required - high density,1,0,40.68352449,-74.00462036
3003470052,3413434,320535293,1.0,R6B,required - high density,1,0,40.68353811,-74.00466846
3003470152,3413433,320535382,1.0,R6B,required - high density,1,0,40.68355161,-74.00471676
3003470053,3425867,320535391,1.0,R6B,required - high density,1,0,40.6835645,-74.00476292
3017260028,3399069,320535435,9.0,R6A,required - high density,5,0,40.69934169,-73.94441891
3071660051,3398340,320535925,3.0,R5,required - low density,3,3,40.59008809,-73.97612251
3037250017,3398337,320537371,3.0,R5,required - low density,3,3,40.67362415,-73.89165308
3037250014,3399061,320537380,3.0,R5,required - low density,3,3,40.67358847,-73.89187951
3037250016,3398336,320537399,3.0,R5,required - low density,3,3,40.6736123,-73.89172828
3037250015,3398335,320537406,3.0,R5,required - low density,3,3,40.67360014,-73.89180545
3012310055,3398353,320537807,8.0,R6A,required - high density,4,0,40.67386376,-73.9542072
3023797501,3424060,320537843,5.0,R6A,required - high density,3,0,40.71585158,-73.96415906
3020197504,3421741,320540857,4.0,R6B,required - high density,2,0,40.68086196,-73.95996415
3031620042,3072039,320540866,8.0,M1-1,not permitted,0,0,40.69907324,-73.93264182
3065910020,3400675,320542212,1.0,R5,required - low density,1,1,40.61418727,-73.96444487
3018997506,3856318,320544229,4.0,R6A,required - high density,2,0,40.69507,-73.957479
3054957504,3399274,320544238,3.0,R5,required - low density,3,3,40.62040249,-73.97963134
3027410021,3418298,320544407,3.0,R6,required - high density,2,0,40.71663717,-73.95058957
3027410023,3418299,320544513,2.0,R6,required - high density,1,0,40.71667836,-73.95047314
3065210023,3170921,320544531,1.0,R2X,required - low density,1,1,40.62582655,-73.96762412
3047987502,3106768,320545077,6.0,R6,required - high density,3,0,40.66076896,-73.94517451
3023537502,3424213,320545362,27.0,R6A,required - high density,14,9,40.714767,-73.957698
3003470050,3413437,320547066,1.0,R6B,required - high density,1,0,40.6834972,-74.00452343
3003470051,3413436,320547155,1.0,R6B,required - high density,1,0,40.68351079,-74.00457218
3003290023,3398141,320547645,1.0,M1-1,not permitted,0,0,40.685762,-74.00331
3003290123,3398142,320547654,1.0,M1-1,not permitted,0,0,40.685746,-74.003249
3068967502,3421645,320548305,6.0,R5,required - low density,5,5,40.592478,-73.989677
3068967502,3421642,320548314,6.0,R5,required - low density,5,5,40.59259433,-73.98952244
3065780065,3173343,320550033,6.0,R5B,required - low density,4,3,40.61094987,-73.98102822
3039830010,3397849,320550186,2.0,R6A,required - high density,1,0,40.67580985,-73.88627482
3039830011,3397850,320550195,2.0,R6A,required - high density,1,0,40.6757552,-73.88626089
3039830012,3397851,320550202,2.0,R6A,required - high density,1,0,40.67570055,-73.88624705
3039830013,3397852,320550211,2.0,R6A,required - high density,1,0,40.67564591,-73.88623279
3039830014,3397853,320550220,2.0,R6A,required - high density,1,0,40.67559116,-73.88621843
3056157505,3424086,320550765,6.0,R6,required - high density,3,0,40.639447,-73.993864
3019667506,3398294,320552102,3.0,R6B,required - high density,2,0,40.68712625,-73.9605141
3019667505,3423516,320552139,3.0,R6B,required - high density,2,0,40.6871172,-73.96058572
3019667507,3398293,320552148,3.0,R6B,required - high density,2,0,40.68710823,-73.96065669
3019967503,3420462,320560754,14.0,R6A,required - high density,7,2,40.68340032,-73.95418796
3019967502,3422362,320560772,6.0,R6A,required - high density,3,0,40.6832938,-73.95414596
3067577502,3181610,320561806,12.0,R6A,required - high density,6,1,40.61493694,-73.95465913
3087137502,3424496,320561897,8.0,R6,required - high density,4,0,40.58168179,-73.95487239
3005310045,3420404,320570841,2.0,R5,required - low density,2,2,40.67855548,-74.0101114
3027320012,3418254,320570949,188.0,R6A,required - high density,94,89,40.71801758,-73.94879336
3068267501,3421797,320573991,5.0,R7A,required - high density,2,0,40.60613916,-73.95243706
3017540040,3338617,320575025,10.0,R7D,required - high density,3,0,40.69511865,-73.9496006
3023920004,3398973,320575891,1.0,R6B,required - high density,1,0,40.71466645,-73.96290718
3023920104,3398972,320575926,1.0,R6B,required - high density,1,0,40.71474206,-73.96285906
3045270018,3418440,320575935,2.0,R4,required - low density,2,2,40.6644895,-73.86850788
3045270002,3418355,320575944,2.0,R4,required - low density,2,2,40.66500702,-73.86906843
3045270004,3404488,320575962,2.0,R4,required - low density,2,2,40.66501674,-73.86899066
3045270005,3404489,320575971,2.0,R4,required - low density,2,2,40.66504145,-73.86891738
3021357508,3396741,320575980,216.0,R7A,required - high density,108,93,40.70954499,-73.96776312
3032347501,3424069,320576033,8.0,R6,required - high density,4,0,40.69966509,-73.92426659
3043750001,3413778,320576159,31.0,R5,required - low density,26,26,40.65864185,-73.88390165
3043750001,3413737,320576168,31.0,R5,required - low density,26,26,40.65904012,-73.88406199
3043750001,3425901,320576186,31.0,R5,required - low density,26,26,40.65841685,-73.88323939
3043750001,3413779,320576195,27.0,R5,required - low density,23,23,40.65826315,-73.88361853
3011477505,3407071,320576220,8.0,R6B,required - high density,4,0,40.67815411,-73.96300173
3021077501,3424470,320576382,586.0,R10,required - high density,234,219,40.68775173,-73.97889409
3017757501,3424149,320576426,6.0,R6B,required - high density,3,0,40.69246778,-73.9466403
3024387501,3425989,320576514,4.0,R6,required - high density,2,0,40.70851427,-73.95291386
3010297505,3418333,320576523,4.0,R6B,required - high density,2,0,40.66701552,-73.98746376
3047930053,3413704,320576578,8.0,R6,required - high density,4,0,40.66146629,-73.94349712
3047930051,3425694,320576587,8.0,R6,required - high density,4,0,40.66147283,-73.94339005
3011407506,3407043,320576649,6.0,R6B,required - high density,3,0,40.67849947,-73.96284787
3011407506,3413516,320576658,6.0,R6B,required - high density,3,0,40.67851799,-73.96293142
3043750001,3413736,320576685,89.0,R5,required - low density,76,76,40.65799119,-73.88319515
3043320051,3425045,320576747,2.0,R5,required - low density,2,2,40.66247861,-73.88353564
3043320053,3425046,320576756,3.0,R5,required - low density,3,3,40.66252874,-73.88357318
3043320050,3425044,320576765,3.0,R5,required - low density,3,3,40.66242988,-73.88349915
3038197501,3418180,320576783,52.0,R7A,required - high density,26,11,40.6640316,-73.89744883
3038207501,3418179,320576792,90.0,R7A,required - high density,45,30,40.66421715,-73.89628284
3038047501,3421640,320576809,84.0,R7A,required - high density,42,27,40.66478232,-73.89546077
3038057501,3413699,320576818,52.0,R7A,required - high density,26,11,40.66490377,-73.89483776
3043750001,3425900,320576827,31.0,R5,required - low density,26,26,40.65880313,-73.8835253
3024837502,3424169,320576934,8.0,R6A,required - high density,4,0,40.73680676,-73.95469461
3020120062,3399794,320576961,15.0,R7A,required - high density,5,0,40.68139959,-73.96470121
3023130013,3425126,320576989,95.0,R6A,required - high density,48,43,40.71731799,-73.95460225
3010510055,3024096,320577096,3.0,R6B,required - high density,2,0,40.66631242,-73.99381088
3017880076,3049908,320577201,7.0,R6B,required - high density,4,0,40.68915528,-73.95268483
3009947502,3425103,320577354,4.0,R6B,required - high density,2,0,40.67015155,-73.98432571
3021210038,3835027,320577513,2.0,R6B,required - high density,1,0,40.686639,-73.969849
3021210037,3412986,320577522,2.0,R6B,required - high density,1,0,40.686692,-73.969896
3021210044,3412985,320577531,1.0,R6B,required - high density,1,0,40.686431,-73.969957
3017880024,3425405,320577559,7.0,R6B,required - high density,4,0,40.68940097,-73.95373441
3021210036,3412983,320577568,1.0,R6B,required - high density,1,0,40.686746,-73.969907
3004010050,3426497,320577611,70.0,R8A,required - high density,28,13,40.68099946,-73.9814706
3027900040,3425557,320577666,7.0,R6B,required - high density,4,0,40.71127242,-73.9417155
3038340016,3413087,320577693,2.0,R6,required - high density,1,0,40.66225149,-73.89883682
3038340115,3413086,320577700,2.0,R6,required - high density,1,0,40.66224371,-73.8988876
3074657503,3205068,320577719,40.0,R7A,required - high density,20,5,40.58686762,-73.94866027
3016410118,3412960,320577737,3.0,R6B,required - high density,2,0,40.687367,-73.932024
